City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Waingapu,ID,-9.6567,120.2641,82.83,75,95,3.78,overcast clouds
698,Havre-Saint-Pierre,CA,50.2334,-63.5986,32.36,100,100,9.22,overcast clouds
699,High Prairie,CA,55.4334,-116.4858,32.49,50,100,6.69,overcast clouds
700,Cabot,US,34.9745,-92.0165,75.92,67,20,10.36,few clouds
701,Yamoussoukro,CI,6.8206,-5.2767,74.86,94,54,2.84,moderate rain
702,Indianola,US,41.3581,-93.5574,46.96,38,100,6.15,overcast clouds
703,Dwarka,IN,22.2394,68.9678,79.63,78,0,9.69,clear sky
704,Yarada,IN,17.65,83.2667,82.72,83,75,4.61,broken clouds
705,Lola,GN,7.8,-8.5333,72.41,97,90,2.55,light rain
706,Shellbrook,CA,53.2168,-106.4011,31.23,72,100,2.19,overcast clouds
707,Esmeraldas,BR,-19.7625,-44.3139,68.86,89,21,3.6,few clouds
708,Ustupo,PA,9.1333,-77.9333,79.79,87,96,8.55,overcast clouds
709,Naters,CH,46.3254,7.9891,57.09,93,64,4.43,broken clouds
710,Masiga,PH,13.3607,121.8278,80.91,75,35,5.08,scattered clouds
711,Sawtell,AU,-30.3833,153.1,69.82,73,100,11.5,overcast clouds
712,Laja,CL,-37.2667,-72.7,52.09,76,1,3.09,clear sky
713,Banjar,ID,-8.19,114.9675,81.7,81,53,1.9,broken clouds
714,Slave Lake,CA,55.2834,-114.769,35.58,32,20,5.75,few clouds
715,Oranzherei,RU,45.8476,47.5663,51.8,73,100,7.78,overcast clouds
716,Mahibadhoo,MV,3.7833,72.9667,83.61,73,76,5.66,broken clouds
717,Subang,ID,-7.1277,108.5283,74.1,91,99,1.95,overcast clouds
718,Santiago Del Estero,AR,-27.7951,-64.2615,61.32,49,0,6.38,clear sky
719,Sabha,LY,27.0377,14.4283,74.71,19,0,9.33,clear sky
720,Toora-Khem,RU,52.4675,96.11,30.9,69,59,2.17,broken clouds
721,Las Rozas De Madrid,ES,40.4929,-3.8737,62.78,56,0,3.0,clear sky
722,Tyukalinsk,RU,55.8732,72.1967,50.99,50,95,11.74,overcast clouds
723,Chazuta,PE,-6.5742,-76.1367,74.25,99,95,1.03,overcast clouds
724,Ramos Arizpe,MX,25.55,-100.9667,88.83,32,75,13.8,broken clouds
